problem,config,checkpoint,hypervolume,normalized_hv,percent_non_dominated,ordering_score,pref_grid_step,lr,gamma,batch_size,seed,timestamp
problem_2b,problem_2b.yml,,183.31910393591988,0.6616825092853371,0.5714285714285714,0.9710694233958677,0.05,0.001,0.99,32,0,2026-05-02T03:43:30
problem_2a,problem_2a.yml,,117.94967968493886,0.6245363503460802,0.3333333333333333,0.7683726533543389,0.05,0.0003,0.99,32,0,2026-05-02T04:04:37
problem_2a,problem_2a.yml,,28.31125319351477,0.1499063565957211,0.9047619047619048,0.5477677289692794,0.05,0.0003,0.99,32,1,2026-05-02T04:07:19
problem_2b,problem_2b.yml,,147.939490520577,0.5339812993209225,0.9047619047619048,0.9531230185988029,0.05,0.001,0.99,32,1,2026-05-02T04:51:48
problem_2a,problem_2a.yml,,19.22708313270638,0.10180623092471561,0.42857142857142855,0.7784274063766896,0.05,0.0003,0.99,32,2,2026-05-02T05:03:18
problem_2a,problem_2a.yml,,30.95146185107617,0.1638861001910407,0.047619047619047616,0.6340338276458171,0.05,0.0003,0.99,32,3,2026-05-02T05:15:27
problem_2a,problem_2a.yml,,14.64932611102024,0.07756728707398407,0.9523809523809523,0.6711805555555557,0.05,0.0003,0.99,32,4,2026-05-02T05:18:12
problem_2b,problem_2b.yml,,234.60596255366823,0.8468002442891936,0.8095238095238095,0.9791676995011359,0.05,0.001,0.99,32,2,2026-05-02T05:23:51
problem_2b,problem_2b.yml,,137.40268082704,0.49594913285168896,0.9523809523809523,0.9811872997997355,0.05,0.001,0.99,32,3,2026-05-02T05:26:48
problem_2b,problem_2b.yml,,137.8956315864205,0.49772841765298836,0.6190476190476191,0.9574140365584995,0.05,0.001,0.99,32,4,2026-05-02T06:13:06
problem_2c,problem_2c.yml,,98.1667361123719,0.2968408158744353,0.19047619047619047,0.8754224294277693,0.05,0.001,0.99,32,0,2026-05-02T06:25:01
problem_2c,problem_2c.yml,,18.435842064565108,0.05574709536551499,0.047619047619047616,0.9412765988860216,0.05,0.001,0.99,32,3,2026-05-02T06:34:29
problem_2c,problem_2c.yml,,52.33183421108906,0.15824326017769672,0.14285714285714285,0.8736155328684188,0.05,0.001,0.99,32,4,2026-05-02T06:37:27
problem_2c,problem_2c.yml,,65.65189231582397,0.1985210270862176,0.047619047619047616,0.8835105727796504,0.05,0.001,0.99,32,1,2026-05-02T06:37:46
problem_2c,problem_2c.yml,,53.16547995120129,0.1607640741666827,0.38095238095238093,0.6133100562494777,0.05,0.001,0.99,32,2,2026-05-02T06:41:00
problem_3a,problem_3a.yml,,21304.252633185053,0.44965027020709875,0.011104837191793714,0.7012128361824197,0.05,0.0006,0.95,256,0,2026-05-02T09:28:15
problem_3a,problem_3a.yml,,1877.0243493372432,0.03961671504730996,0.00018821757952192734,0.7185420672546593,0.05,0.0006,0.95,256,1,2026-05-02T09:39:32
problem_3a,problem_3a.yml,,27919.6275016197,0.5892752149695086,0.0007528703180877094,0.7513720596653021,0.05,0.0006,0.95,256,2,2026-05-02T09:48:59
problem_3a,problem_3a.yml,,15544.153458441635,0.32807688319662714,0.03566723131940523,0.6960698795082849,0.05,0.0006,0.95,256,3,2026-05-02T09:53:30
problem_3a,problem_3a.yml,,1574.989409789953,0.03324192713440866,0.10850743459439112,0.790433528923597,0.05,0.0006,0.95,256,4,2026-05-02T09:56:25
problem_3b,problem_3b.yml,,226.69097556489675,0.35028517237708473,0.0018821757952192735,0.7571374964255503,0.05,0.0003,0.95,128,0,2026-05-02T13:26:10
problem_3b,problem_3b.yml,,99.4540783030796,0.15367744073263806,0.006493506493506494,0.7289140056292251,0.05,0.0003,0.95,128,1,2026-05-02T16:25:38
problem_3b,problem_3b.yml,,34.55725060557856,0.05339821073639445,0.025691699604743084,0.8896866806403189,0.05,0.0003,0.95,128,2,2026-05-02T16:35:42
problem_3b,problem_3b.yml,,81.39116060399576,0.1257664388760805,0.007058159232072276,0.7263970094371388,0.05,0.0003,0.95,128,3,2026-05-02T16:45:29
problem_3b,problem_3b.yml,,173.91586578196413,0.2687365426556432,0.014398644833427442,0.7669572915107704,0.05,0.0003,0.95,128,4,2026-05-02T16:50:46
problem_4b,problem_4b.yml,,185096.5278519278,0.41667643056573045,0.3190287972896669,0.8071364941654781,0.05,0.0003,0.99,32,0,2026-05-02T21:17:15
problem_4a,problem_4a.yml,,30.82831764023948,0.7561058854891788,0.007058159232072276,0.6514671766463133,0.05,0.0003,0.95,128,0,2026-05-02T22:59:23
problem_4b,problem_4b.yml,,54145.013947617364,0.12188748976789582,0.25014116318464147,0.6939270673237372,0.05,0.0003,0.99,32,1,2026-05-03T01:33:33
problem_4a,problem_4a.yml,,14.621101932457695,0.3586021576811089,0.000564652738565782,0.7853836076282822,0.05,0.0003,0.95,128,1,2026-05-03T02:46:40
problem_4b,problem_4b.yml,,64754.699253811785,0.14577127545590882,0.4825898738942217,0.7659816044396583,0.05,0.0003,0.99,32,2,2026-05-03T03:05:34
problem_5a,problem_5a.yml,,2105.563726375106,0.5239814790628217,0.008658008658008658,0.8670424088321994,0.05,0.001,0.99,32,0,2026-05-03T04:38:30
problem_4a,problem_4a.yml,,28.898028421309718,0.7087629504590801,0.014775079992471296,0.6235839170566455,0.05,0.0003,0.95,128,2,2026-05-03T05:28:36
problem_4b,problem_4b.yml,,82190.50838445734,0.1850215563601224,0.48851872764916243,0.7663093732203456,0.05,0.0003,0.99,32,3,2026-05-03T05:31:30
problem_4a,problem_4a.yml,,21.031484737369006,0.5158254036458998,0.0003764351590438547,0.5685140825698636,0.05,0.0003,0.95,128,3,2026-05-03T05:41:05
problem_4a,problem_4a.yml,,20.57812792574506,0.5047062190865697,0.00018821757952192734,0.7407772801669504,0.05,0.0003,0.95,128,4,2026-05-03T05:42:20
problem_5a,problem_5a.yml,,1838.2099615428488,0.4574489778732266,0.04329004329004329,0.8639516871568406,0.05,0.001,0.99,32,1,2026-05-03T06:07:15
problem_4b,problem_4b.yml,,24677.28520576813,0.055551788220563746,0.09599096555618294,0.5402224995555083,0.05,0.0003,0.99,32,4,2026-05-03T06:37:15
problem_5a,problem_5a.yml,,1862.71591006147,0.4635474221947056,0.04329004329004329,0.9043588170068617,0.05,0.001,0.99,32,2,2026-05-03T06:51:36
problem_5a,problem_5a.yml,,1869.5462594309633,0.46524719338676757,0.06493506493506493,0.8408560433071304,0.05,0.001,0.99,32,3,2026-05-03T06:54:22
problem_5a,problem_5a.yml,,1761.243702149556,0.4382954875610337,0.09090909090909091,0.8993479079986225,0.05,0.001,0.99,32,4,2026-05-03T07:04:01
problem_5b,problem_5b.yml,,1939.0521461437647,0.7741732639098823,0.004329004329004329,0.5262617202865759,0.05,0.0006,0.95,256,0,2026-05-03T08:48:06
problem_5b,problem_5b.yml,,196.44880071059734,0.07843286192161501,0.03463203463203463,0.4999274209509953,0.05,0.0006,0.95,256,1,2026-05-03T09:18:06
problem_5b,problem_5b.yml,,58.99042893453958,0.023552132416097746,0.017316017316017316,0.5466407990737061,0.05,0.0006,0.95,256,2,2026-05-03T09:51:43
problem_5b,problem_5b.yml,,679.5392538988596,0.27130839322294414,0.03463203463203463,0.618758015536645,0.05,0.0006,0.95,256,3,2026-05-03T10:04:32
problem_5b,problem_5b.yml,,521.9553021450782,0.2083924564279173,0.09090909090909091,0.5494335535370668,0.05,0.0006,0.95,256,4,2026-05-03T10:08:01
problem_5d,problem_5d.yml,,114917.64524057081,0.7858654874976148,0.0015998494259363825,0.5492746103476357,0.05,0.0001,0.95,32,0,2026-05-03T12:56:30
problem_5d,problem_5d.yml,,117394.29508605176,0.8028020826924199,0.017692452475061172,0.5394213068328892,0.05,0.0001,0.95,32,1,2026-05-03T15:46:37
problem_5c,problem_5c.yml,,18104.106197732784,0.29195837896270904,0.05627705627705628,0.617997586828637,0.05,0.0003,0.95,128,0,2026-05-03T18:30:48
problem_5d,problem_5d.yml,,56135.00413333048,0.38387979754171,0.024750611707133448,0.6751929111960037,0.05,0.0001,0.95,32,2,2026-05-03T18:38:22
problem_5c,problem_5c.yml,,33546.784183015836,0.5409968668164191,0.12554112554112554,0.4611717567077946,0.05,0.0003,0.95,128,1,2026-05-03T20:20:08
problem_5c,problem_5c.yml,,35004.34897407615,0.564502487529381,0.1471861471861472,0.39065936216738884,0.05,0.0003,0.95,128,2,2026-05-03T21:06:51
problem_5d,problem_5d.yml,,118211.88043337909,0.8083931484178205,0.007905138339920948,0.4377874665114605,0.05,0.0001,0.95,32,3,2026-05-03T21:19:53
problem_5d,problem_5d.yml,,126876.24908699575,0.8676445217084875,0.05420666290231508,0.5372317301756407,0.05,0.0001,0.95,32,4,2026-05-03T21:25:25
problem_5c,problem_5c.yml,,16395.652455892196,0.2644067627960397,0.04329004329004329,0.5978091762948916,0.05,0.0003,0.95,128,3,2026-05-03T21:50:19
problem_5c,problem_5c.yml,,36586.761000628576,0.5900214744971661,0.03463203463203463,0.35869642363880844,0.05,0.0003,0.95,128,4,2026-05-03T21:51:03
problem_5e,problem_5e.yml,,284696.74071713537,0.6269801190789127,0.2044042913608131,0.8244490951339519,0.05,0.0003,0.95,128,0,2026-05-04T09:06:17
problem_5e,problem_5e.yml,,202019.10364655178,0.4449013407792297,0.10897797854319594,0.7141171091715676,0.05,0.0003,0.95,128,1,2026-05-04T09:52:57
problem_5e,problem_5e.yml,,271328.4776438966,0.5975395460943939,0.1318464144551101,0.7191192464861961,0.05,0.0003,0.95,128,3,2026-05-04T09:56:51
problem_5e,problem_5e.yml,,222580.79525096994,0.49018381158703844,0.05947675512892904,0.7391128746634162,0.05,0.0003,0.95,128,2,2026-05-04T09:59:27
problem_5e,problem_5e.yml,,321740.50843948114,0.7085606311676134,0.24477696216826653,0.7454493672686937,0.05,0.0003,0.95,128,4,2026-05-04T10:16:42
