env_name,hypervolume,normalized_hv,non_dominated,ordering,architecture_idx,clip_range,entropy,lr,n_epochs,n_steps,scalarization_method,seed,smoothness,target_kl,total_timesteps,wandb_run_name
problem_2c,279.9144230748628,0.8464173202769073,0.23076923076923078,0.9548387096774194,0,0.2949477008396939,0.0289880986522899,4.530117604734148e-05,20,2048,smooth_tchebycheff,3,0.0676088207380621,0.020526783192317,200000,quiet-sweep-30
problem_2c,234.73888202292275,0.7098135683901532,0.6923076923076923,0.9967532467532468,0,0.2949477008396939,0.0289880986522899,4.530117604734148e-05,20,2048,smooth_tchebycheff,4,0.0676088207380621,0.020526783192317,200000,quiet-sweep-30
problem_2c,288.1289078683983,0.8712566341286991,0.6923076923076923,0.9803459119496856,0,0.2949477008396939,0.0289880986522899,4.530117604734148e-05,20,2048,smooth_tchebycheff,1,0.0676088207380621,0.020526783192317,200000,quiet-sweep-30
problem_3a,36603.71291622311,0.7725626280700999,0.26593406593406593,0.8640131776229655,0,0.2688312851835575,0.0358338466119333,2.547469547625341e-05,20,2048,smooth_tchebycheff,0,0.0037386929375694,0.011936433356004,200000,legendary-sweep-20
problem_3a,36526.132664530574,0.770925209394265,0.189010989010989,0.9107339929906891,0,0.2688312851835575,0.0358338466119333,2.547469547625341e-05,20,2048,smooth_tchebycheff,1,0.0037386929375694,0.011936433356004,200000,legendary-sweep-20
problem_3a,39684.72148466927,0.8375907874317778,0.23296703296703297,0.8752278700192526,0,0.2688312851835575,0.0358338466119333,2.547469547625341e-05,20,2048,smooth_tchebycheff,2,0.0037386929375694,0.011936433356004,200000,legendary-sweep-20
problem_3a,37402.27933002868,0.7894172725360911,0.27472527472527475,0.9558729238366004,0,0.2688312851835575,0.0358338466119333,2.547469547625341e-05,20,2048,smooth_tchebycheff,3,0.0037386929375694,0.011936433356004,200000,legendary-sweep-20
problem_3a,39870.23186874815,0.8415061932319023,0.28736263736263734,0.9623738264846251,0,0.2688312851835575,0.0358338466119333,2.547469547625341e-05,20,2048,smooth_tchebycheff,4,0.0037386929375694,0.011936433356004,200000,legendary-sweep-20
problem_3b,79.02630078697699,0.12211223373364898,0.054945054945054944,0.9225775395406505,0,0.0692498552213599,0.0630913661527184,5.371382751279825e-05,20,2048,smooth_tchebycheff,4,0.0178633945993857,0.0139510734824748,200000,kind-sweep-25
problem_3b,55.508441684838054,0.08577220163045492,0.06593406593406594,0.9134811584057367,0,0.0692498552213599,0.0630913661527184,5.371382751279825e-05,20,2048,smooth_tchebycheff,3,0.0178633945993857,0.0139510734824748,200000,kind-sweep-25
problem_3b,125.5474194397916,0.19399713354436457,0.07637362637362638,0.9277073105820296,0,0.0692498552213599,0.0630913661527184,5.371382751279825e-05,20,2048,smooth_tchebycheff,2,0.0178633945993857,0.0139510734824748,200000,kind-sweep-25
problem_3b,98.64608440445825,0.15242892044481923,0.03461538461538462,0.930676591075938,0,0.0692498552213599,0.0630913661527184,5.371382751279825e-05,20,2048,smooth_tchebycheff,1,0.0178633945993857,0.0139510734824748,200000,kind-sweep-25
problem_3b,99.06056712435078,0.15306938330675313,0.07417582417582418,0.969915355631518,0,0.0692498552213599,0.0630913661527184,5.371382751279825e-05,20,2048,smooth_tchebycheff,0,0.0178633945993857,0.0139510734824748,200000,kind-sweep-25
problem_4a,29.843900280570033,0.7319617278964778,0.04230769230769231,0.7896717148335917,0,0.0860356625010409,0.0187412703013852,6.907920243280852e-05,20,2048,smooth_tchebycheff,1,0.0918801500937673,0.0289247531773721,200000,crisp-sweep-11
problem_4a,30.18354755332631,0.7402920333292389,0.00934065934065934,0.7042217021026832,0,0.0860356625010409,0.0187412703013852,6.907920243280852e-05,20,2048,smooth_tchebycheff,0,0.0918801500937673,0.0289247531773721,200000,crisp-sweep-11
problem_4a,32.49911591123623,0.7970844565843732,0.010439560439560439,0.8020368628637469,0,0.0860356625010409,0.0187412703013852,6.907920243280852e-05,20,2048,smooth_tchebycheff,4,0.0918801500937673,0.0289247531773721,200000,crisp-sweep-11
problem_4a,38.511769798605826,0.9445528667877081,0.017582417582417582,0.8631898987743878,0,0.0860356625010409,0.0187412703013852,6.907920243280852e-05,20,2048,smooth_tchebycheff,2,0.0918801500937673,0.0289247531773721,200000,crisp-sweep-11
problem_4a,36.02864759198566,0.8836509604065528,0.008791208791208791,0.8303780402772651,0,0.0860356625010409,0.0187412703013852,6.907920243280852e-05,20,2048,smooth_tchebycheff,3,0.0918801500937673,0.0289247531773721,200000,crisp-sweep-11
problem_4b,354540.15674633713,0.7981161436126838,0.5049450549450549,0.947111257528881,0,0.2454120118973135,0.0244406362852499,8.584537388728772e-05,20,2048,smooth_tchebycheff,1,0.062520775727337,0.0219480407031154,200000,major-sweep-28
problem_4b,333852.7250065218,0.751546036031767,0.5203296703296704,0.9561718739240525,0,0.2454120118973135,0.0244406362852499,8.584537388728772e-05,20,2048,smooth_tchebycheff,4,0.062520775727337,0.0219480407031154,200000,major-sweep-28
problem_4b,346481.75671746995,0.7799756339063901,0.6972527472527472,0.8845133487548764,0,0.2454120118973135,0.0244406362852499,8.584537388728772e-05,20,2048,smooth_tchebycheff,3,0.062520775727337,0.0219480407031154,200000,major-sweep-28
problem_4b,389903.00445156655,0.877722526981701,0.6236263736263736,0.9281071383008475,0,0.2454120118973135,0.0244406362852499,8.584537388728772e-05,20,2048,smooth_tchebycheff,2,0.062520775727337,0.0219480407031154,200000,major-sweep-28
problem_4b,304399.0521610867,0.685241976140895,0.5472527472527473,0.9183841541899688,0,0.2454120118973135,0.0244406362852499,8.584537388728772e-05,20,2048,smooth_tchebycheff,0,0.062520775727337,0.0219480407031154,200000,major-sweep-28
problem_5a,2268.0188525723033,0.5644093588936979,0.4065934065934066,0.9436716051376213,0,0.1478361904201221,0.0267342211659394,8.035485951153299e-05,20,2048,smooth_tchebycheff,4,0.0011027113159998,0.0180545646767337,200000,toasty-sweep-44
problem_5a,2382.980889259842,0.5930183139516934,0.26373626373626374,0.8767712691473413,0,0.1478361904201221,0.0267342211659394,8.035485951153299e-05,20,2048,smooth_tchebycheff,3,0.0011027113159998,0.0180545646767337,200000,toasty-sweep-44
problem_5a,2268.3080715663377,0.5644813326812251,0.2967032967032967,0.9633571813408556,0,0.1478361904201221,0.0267342211659394,8.035485951153299e-05,20,2048,smooth_tchebycheff,2,0.0011027113159998,0.0180545646767337,200000,toasty-sweep-44
problem_5a,2541.2845102238834,0.6324130681520521,0.45054945054945056,0.9034878049514083,0,0.1478361904201221,0.0267342211659394,8.035485951153299e-05,20,2048,smooth_tchebycheff,1,0.0011027113159998,0.0180545646767337,200000,toasty-sweep-44
problem_5a,2191.450074085711,0.5453547839602149,0.21978021978021978,0.9582075434607135,0,0.1478361904201221,0.0267342211659394,8.035485951153299e-05,20,2048,smooth_tchebycheff,0,0.0011027113159998,0.0180545646767337,200000,toasty-sweep-44
problem_5b,2428.826055380535,0.9697171881131567,0.10989010989010989,0.8755263004921096,0,0.0955568475001822,0.0268592784624506,6.599819476144158e-05,20,2048,smooth_tchebycheff,4,0.0654042681231279,0.0109447576719837,200000,stellar-sweep-8
problem_5b,2422.900294330341,0.9673513075552241,0.14285714285714285,0.9446196238157357,0,0.0955568475001822,0.0268592784624506,6.599819476144158e-05,20,2048,smooth_tchebycheff,3,0.0654042681231279,0.0109447576719837,200000,stellar-sweep-8
problem_5b,2426.0695209137752,0.9686166322103897,0.0989010989010989,0.8978804267766953,0,0.0955568475001822,0.0268592784624506,6.599819476144158e-05,20,2048,smooth_tchebycheff,1,0.0654042681231279,0.0109447576719837,200000,stellar-sweep-8
problem_5b,2423.5343175961275,0.9676044435330498,0.16483516483516483,0.8789122529155711,0,0.0955568475001822,0.0268592784624506,6.599819476144158e-05,20,2048,smooth_tchebycheff,0,0.0654042681231279,0.0109447576719837,200000,stellar-sweep-8
problem_5b,2412.4184687718835,0.9631664025125913,0.14285714285714285,0.8636426439324301,0,0.0955568475001822,0.0268592784624506,6.599819476144158e-05,20,2048,smooth_tchebycheff,2,0.0654042681231279,0.0109447576719837,200000,stellar-sweep-8
problem_5c,54342.09168956169,0.8763552768550495,0.01098901098901099,0.8446479352916134,0,0.2132802859978589,0.0053320231497026,6.612703691595257e-05,20,2048,smooth_tchebycheff,4,0.0870037976257064,0.0194197911668886,200000,ancient-sweep-17
problem_5c,42980.30065644188,0.6931277783023666,0.08791208791208792,0.9304599154112747,0,0.2132802859978589,0.0053320231497026,6.612703691595257e-05,20,2048,smooth_tchebycheff,1,0.0870037976257064,0.0194197911668886,200000,ancient-sweep-17
problem_5c,54342.09168956169,0.8763552768550495,1.0,0.9814814814814814,0,0.2132802859978589,0.0053320231497026,6.612703691595257e-05,20,2048,smooth_tchebycheff,0,0.0870037976257064,0.0194197911668886,200000,ancient-sweep-17
problem_5c,58527.5986458748,0.943853435159896,0.5714285714285714,0.8824477217762335,0,0.2132802859978589,0.0053320231497026,6.612703691595257e-05,20,2048,smooth_tchebycheff,2,0.0870037976257064,0.0194197911668886,200000,ancient-sweep-17
problem_5c,57855.30287455507,0.9330115641813346,0.7802197802197802,0.993112582781457,0,0.2132802859978589,0.0053320231497026,6.612703691595257e-05,20,2048,smooth_tchebycheff,3,0.0870037976257064,0.0194197911668886,200000,ancient-sweep-17
problem_5d,118734.76228577414,0.8119688812913567,0.010439560439560439,0.7535721712106361,0,0.1255191877945415,0.1343823250501083,9.694149910204248e-05,20,2048,smooth_tchebycheff,3,0.0138316647399263,0.0068736594044941,200000,lunar-sweep-2
problem_5d,81939.29668801268,0.5603427150124306,0.2087912087912088,0.6575363846188362,0,0.1255191877945415,0.1343823250501083,9.694149910204248e-05,20,2048,smooth_tchebycheff,2,0.0138316647399263,0.0068736594044941,200000,lunar-sweep-2
problem_5d,99491.07923581697,0.6803707587432876,0.04120879120879121,0.6689077850222445,0,0.1255191877945415,0.1343823250501083,9.694149910204248e-05,20,2048,smooth_tchebycheff,1,0.0138316647399263,0.0068736594044941,200000,lunar-sweep-2
problem_5d,46411.66140930939,0.3173866192841595,0.04725274725274725,0.732941473619183,0,0.1255191877945415,0.1343823250501083,9.694149910204248e-05,20,2048,smooth_tchebycheff,0,0.0138316647399263,0.0068736594044941,200000,lunar-sweep-2
problem_5d,89504.3790618527,0.6120766078818132,0.20054945054945056,0.5716706772732274,0,0.1255191877945415,0.1343823250501083,9.694149910204248e-05,20,2048,smooth_tchebycheff,4,0.0138316647399263,0.0068736594044941,200000,lunar-sweep-2
problem_5e,348081.7775876273,0.7665713130798574,0.12417582417582418,0.7485277809413801,0,0.192598707751421,0.0623605586845633,9.869332000412336e-05,20,2048,smooth_tchebycheff,0,0.0640933141370918,0.0160389071160549,200000,dazzling-sweep-24
problem_5e,351533.12613344623,0.7741721269029787,0.12582417582417582,0.6749963391362961,0,0.192598707751421,0.0623605586845633,9.869332000412336e-05,20,2048,smooth_tchebycheff,1,0.0640933141370918,0.0160389071160549,200000,dazzling-sweep-24
problem_5e,292186.60609093204,0.6434748519378808,0.2835164835164835,0.7372852257022803,0,0.192598707751421,0.0623605586845633,9.869332000412336e-05,20,2048,smooth_tchebycheff,2,0.0640933141370918,0.0160389071160549,200000,dazzling-sweep-24
problem_5e,295017.00425116916,0.6497081631134006,0.08406593406593407,0.8492710436443153,0,0.192598707751421,0.0623605586845633,9.869332000412336e-05,20,2048,smooth_tchebycheff,3,0.0640933141370918,0.0160389071160549,200000,dazzling-sweep-24
problem_5e,295085.0519386944,0.6498580227398936,0.1989010989010989,0.659289233419476,0,0.192598707751421,0.0623605586845633,9.869332000412336e-05,20,2048,smooth_tchebycheff,4,0.0640933141370918,0.0160389071160549,200000,dazzling-sweep-24
